Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cluster
Standard Class,Home Office,United States,Tampa,Florida,South,Technology,Accessories,617.976,3.0,0.2,-7.724699999999999,0
Standard Class,Corporate,United States,Santa Clara,California,West,Office Supplies,Paper,10.560000000000002,2.0,0.0,4.751999999999999,0
Second Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,25.920000000000016,5.0,0.2,9.396,0
Second Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,419.68,5.0,0.6,28.770872676991154,0
Second Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,11.687999999999988,3.0,0.6,-4.675199999999997,0
Second Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,31.98400000000001,2.0,0.2,11.194400000000002,0
Second Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Tables,177.225,5.0,0.5,28.770872676991154,0
Second Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,4.044000000000011,3.0,0.6,-2.8308000000000035,0
Second Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Art,7.407999999999987,2.0,0.2,1.203800000000001,0
Second Class,Home Office,United States,Lakeville,Minnesota,Central,Furniture,Chairs,2001.8600000000001,7.0,0.0,580.5394,1
Second Class,Home Office,United States,Lakeville,Minnesota,Central,Office Supplies,Storage,166.72,2.0,0.0,41.68,0
Second Class,Home Office,United States,Lakeville,Minnesota,Central,Office Supplies,Paper,47.880000000000024,6.0,0.0,23.94,0
Second Class,Home Office,United States,Lakeville,Minnesota,Central,Office Supplies,Appliances,1503.25,5.0,0.0,496.0725,0
Second Class,Home Office,United States,Lakeville,Minnesota,Central,Office Supplies,Paper,25.920000000000016,4.0,0.0,12.441600000000001,0
Second Class,Consumer,United States,San Francisco,California,West,Furniture,Chairs,321.568,2.0,0.2,28.1372,0
Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Paper,7.610000000000014,1.0,0.0,3.576699999999999,0
Standard Class,Consumer,United States,San Diego,California,West,Technology,Accessories,3347.37,13.0,0.0,636.0003,1
First Class,Consumer,United States,New York City,New York,East,Office Supplies,Storage,80.57999999999998,6.0,0.0,22.5624,0
First Class,Consumer,United States,New York City,New York,East,Office Supplies,Envelopes,361.92,4.0,0.0,162.864,0
Standard Class,Corporate,United States,Chicago,Illinois,Central,Furniture,Furnishings,12.132000000000005,9.0,0.6,-8.492399999999996,0
Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Storage,82.368,2.0,0.2,-19.562400000000004,0
Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Storage,53.920000000000016,5.0,0.2,4.0440000000000005,0
Standard Class,Corporate,United States,Chicago,Illinois,Central,Technology,Phones,647.904,6.0,0.2,56.6916,0
Second Class,Consumer,United States,New York City,New York,East,Technology,Accessories,20.370000000000005,3.0,0.0,6.925799999999999,0
Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Storage,221.55,3.0,0.0,6.6465,0
Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,17.52000000000001,5.0,0.2,6.131999999999998,0
Standard Class,Corporate,United States,Pasadena,Texas,Central,Office Supplies,Appliances,1.6239999999999952,2.0,0.8,-4.466000000000001,0
Second Class,Corporate,United States,Houston,Texas,Central,Technology,Machines,3059.982,3.0,0.4,28.770872676991154,0
Second Class,Corporate,United States,Houston,Texas,Central,Technology,Machines,2519.958,7.0,0.4,28.770872676991154,0
Standard Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,328.224,4.0,0.2,28.7196,0
Standard Class,Consumer,United States,Brentwood,California,West,Technology,Accessories,79.9,2.0,0.0,35.156,0
Standard Class,Corporate,United States,Chapel Hill,North Carolina,South,Office Supplies,Art,14.015999999999991,3.0,0.2,4.7303999999999995,0
Standard Class,Consumer,United States,Morristown,New Jersey,East,Office Supplies,Fasteners,7.559999999999974,6.0,0.0,0.30239999999999867,0
Standard Class,Corporate,United States,Cincinnati,Ohio,East,Office Supplies,Storage,37.208,1.0,0.2,-7.441600000000001,0
Standard Class,Corporate,United States,Cincinnati,Ohio,East,Office Supplies,Envelopes,57.57599999999999,3.0,0.2,21.591,0
Second Class,Corporate,United States,San Francisco,California,West,Office Supplies,Storage,725.8400000000001,4.0,0.0,210.4936,0
First Class,Consumer,United States,San Francisco,California,West,Technology,Accessories,209.93,7.0,0.0,92.3692,0
First Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,5.280000000000001,3.0,0.0,2.3232,0
First Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,10.919999999999987,3.0,0.2,4.094999999999999,0
First Class,Corporate,United States,Inglewood,California,West,Office Supplies,Paper,8.819999999999993,2.0,0.0,4.057200000000002,0
First Class,Corporate,United States,Inglewood,California,West,Office Supplies,Art,5.97999999999999,1.0,0.0,1.5548000000000002,0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,11.647999999999996,2.0,0.2,4.076799999999999,0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,18.175999999999988,4.0,0.2,5.9072,0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,59.71199999999999,6.0,0.2,5.9712,0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Labels,24.840000000000003,3.0,0.2,8.694000000000003,0
Second Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,2.0800000000000125,5.0,0.8,-3.432000000000002,0
Second Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,1114.4,7.0,0.2,376.11,0
Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Tables,1038.84,5.0,0.2,51.942,0
Standard Class,Consumer,United States,Portland,Oregon,West,Office Supplies,Paper,141.76,5.0,0.2,47.844,0
Standard Class,Consumer,United States,Portland,Oregon,West,Technology,Accessories,239.8,5.0,0.2,47.96,0
Standard Class,Consumer,United States,Portland,Oregon,West,Office Supplies,Paper,31.103999999999957,6.0,0.2,10.886400000000002,0
Second Class,Corporate,United States,Tamarac,Florida,South,Office Supplies,Binders,254.058,7.0,0.7,28.770872676991154,0
Second Class,Corporate,United States,Tamarac,Florida,South,Office Supplies,Appliances,194.528,2.0,0.2,24.316,0
Second Class,Corporate,United States,Tamarac,Florida,South,Office Supplies,Supplies,961.4800000000001,5.0,0.2,28.770872676991154,0
Second Class,Home Office,United States,Columbus,Ohio,East,Office Supplies,Fasteners,19.095999999999975,7.0,0.2,6.683599999999998,0
Second Class,Home Office,United States,Columbus,Ohio,East,Office Supplies,Labels,18.49600000000001,8.0,0.2,6.2424,0
Second Class,Home Office,United States,Columbus,Ohio,East,Technology,Accessories,255.984,2.0,0.2,54.3966,0
Second Class,Home Office,United States,Columbus,Ohio,East,Furniture,Bookcases,86.97,3.0,0.5,28.770872676991154,0
First Class,Corporate,United States,Colorado Springs,Colorado,West,Furniture,Furnishings,300.416,8.0,0.2,78.8592,0
First Class,Corporate,United States,Colorado Springs,Colorado,West,Furniture,Chairs,230.352,3.0,0.2,20.1558,0
First Class,Corporate,United States,Colorado Springs,Colorado,West,Furniture,Furnishings,218.352,3.0,0.2,-24.5646,0
First Class,Corporate,United States,Colorado Springs,Colorado,West,Office Supplies,Binders,78.6,5.0,0.7,28.770872676991154,0
First Class,Corporate,United States,Colorado Springs,Colorado,West,Office Supplies,Fasteners,27.551999999999992,3.0,0.2,9.2988,0
Standard Class,Corporate,United States,Belleville,New Jersey,East,Office Supplies,Paper,32.400000000000006,5.0,0.0,15.552,0
Standard Class,Corporate,United States,Belleville,New Jersey,East,Office Supplies,Storage,1082.48,8.0,0.0,10.8248,0
Standard Class,Corporate,United States,Belleville,New Jersey,East,Office Supplies,Paper,56.91,3.0,0.0,27.3168,0
Standard Class,Corporate,United States,Belleville,New Jersey,East,Furniture,Furnishings,77.6,4.0,0.0,38.024,0
Standard Class,Corporate,United States,Belleville,New Jersey,East,Office Supplies,Binders,14.280000000000001,1.0,0.0,6.5687999999999995,0
Standard Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Tables,219.075,3.0,0.5,28.770872676991154,0
Second Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,26.80000000000004,2.0,0.0,12.864,0
Standard Class,Corporate,United States,Taylor,Michigan,Central,Office Supplies,Art,9.840000000000003,3.0,0.0,2.8536,0
Standard Class,Home Office,United States,Lakewood,New Jersey,East,Office Supplies,Binders,45.47999999999996,3.0,0.0,20.9208,0
Standard Class,Home Office,United States,Lakewood,New Jersey,East,Office Supplies,Art,289.2,6.0,0.0,83.868,0
First Class,Consumer,United States,Arlington,Virginia,South,Office Supplies,Art,4.889999999999986,1.0,0.0,2.0048999999999992,0
Second Class,Corporate,United States,Arvada,Colorado,West,Furniture,Furnishings,15.135999999999996,4.0,0.2,3.5947999999999993,0
Second Class,Corporate,United States,Arvada,Colorado,West,Furniture,Chairs,466.768,2.0,0.2,52.5114,0
Second Class,Corporate,United States,Arvada,Colorado,West,Furniture,Furnishings,15.232,1.0,0.2,1.7135999999999996,0
Second Class,Corporate,United States,Arvada,Colorado,West,Office Supplies,Labels,6.264000000000038,3.0,0.2,2.035800000000002,0
Standard Class,Corporate,United States,Hackensack,New Jersey,East,Furniture,Furnishings,87.54000000000002,3.0,0.0,37.6422,0
Standard Class,Corporate,United States,Saint Petersburg,Florida,South,Technology,Phones,178.384,2.0,0.2,22.298,0
Standard Class,Corporate,United States,Saint Petersburg,Florida,South,Office Supplies,Paper,15.551999999999992,3.0,0.2,5.443200000000001,0
First Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,99.136,4.0,0.2,8.674399999999999,0
Standard Class,Home Office,United States,New York City,New York,East,Furniture,Chairs,135.882,1.0,0.1,24.1568,0
Standard Class,Home Office,United States,New York City,New York,East,Technology,Machines,3991.98,2.0,0.0,1995.9899999999998,1
Standard Class,Home Office,United States,New York City,New York,East,Technology,Phones,275.94,6.0,0.0,80.0226,0
Standard Class,Home Office,United States,New York City,New York,East,Technology,Accessories,360.0,4.0,0.0,129.6,0
Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Storage,43.56999999999999,1.0,0.0,13.071,0
Standard Class,Corporate,United States,Long Beach,California,West,Office Supplies,Fasteners,7.159999999999997,2.0,0.0,3.5799999999999983,0
Standard Class,Corporate,United States,Hesperia,California,West,Office Supplies,Binders,251.52,6.0,0.2,81.744,0
Standard Class,Corporate,United States,Hesperia,California,West,Technology,Accessories,99.99000000000001,1.0,0.0,34.9965,0
Second Class,Corporate,United States,Murfreesboro,Tennessee,South,Furniture,Furnishings,15.99199999999999,1.0,0.2,0.9995000000000012,0
First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,290.898,3.0,0.4,28.770872676991154,0
First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,54.22399999999999,2.0,0.2,3.3889999999999993,0
First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,786.744,4.0,0.3,28.770872676991154,0
First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Labels,100.24000000000001,10.0,0.2,33.831,0
First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,37.76400000000001,6.0,0.7,-27.693599999999996,0
Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,82.80000000000001,2.0,0.4,-20.699999999999996,0
Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,20.72399999999999,2.0,0.7,-13.816000000000003,0
Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,4.895999999999987,3.0,0.7,-3.427199999999999,0
Second Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,4.7520000000000095,1.0,0.2,1.6037999999999997,0
Second Class,Consumer,United States,Los Angeles,California,West,Technology,Copiers,959.984,2.0,0.2,335.9944,0
Second Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,14.367999999999995,4.0,0.2,4.490000000000002,0
Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,7.711999999999989,2.0,0.2,2.7956000000000003,0
Standard Class,Corporate,United States,San Francisco,California,West,Furniture,Tables,698.352,3.0,0.2,-17.458800000000004,0
Second Class,Consumer,United States,Layton,Utah,West,Office Supplies,Fasteners,4.9599999999999795,4.0,0.0,2.331199999999999,0
Second Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,17.855999999999995,4.0,0.2,1.1159999999999997,0
Second Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,509.97,10.0,0.7,28.770872676991154,0
Second Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,30.99199999999999,13.0,0.2,10.072400000000002,0
Second Class,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Phones,71.928,12.0,0.4,8.3916,0
Standard Class,Consumer,United States,Austin,Texas,Central,Office Supplies,Storage,88.80000000000001,4.0,0.2,-2.219999999999999,0
Standard Class,Consumer,United States,San Francisco,California,West,Technology,Phones,47.976,3.0,0.2,4.797599999999999,0
Standard Class,Consumer,United States,Lowell,Massachusetts,East,Office Supplies,Art,7.559999999999974,3.0,0.0,3.099599999999999,0
Standard Class,Consumer,United States,Lowell,Massachusetts,East,Office Supplies,Paper,24.560000000000002,2.0,0.0,11.543199999999999,0
Standard Class,Consumer,United States,Lowell,Massachusetts,East,Office Supplies,Art,12.960000000000008,2.0,0.0,4.147199999999998,0
First Class,Home Office,United States,New York City,New York,East,Technology,Accessories,6.789999999999964,1.0,0.0,2.3085999999999984,0
First Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,24.560000000000002,2.0,0.0,11.543199999999999,0
First Class,Home Office,United States,New York City,New York,East,Office Supplies,Binders,3.048000000000002,1.0,0.2,1.0668000000000006,0
First Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,49.120000000000005,4.0,0.0,23.0864,0
First Class,Home Office,United States,New York City,New York,East,Office Supplies,Binders,4355.168,4.0,0.2,1415.4296,1
Standard Class,Consumer,United States,New York City,New York,East,Furniture,Bookcases,388.704,6.0,0.2,-4.858800000000002,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Envelopes,8.259999999999991,2.0,0.0,3.799599999999998,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Art,17.039999999999964,4.0,0.0,6.9864,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,34.400000000000006,5.0,0.0,15.824,0
Standard Class,Corporate,United States,Charlotte,North Carolina,South,Office Supplies,Paper,36.24000000000001,5.0,0.2,11.325,0
First Class,Corporate,United States,Columbus,Georgia,South,Office Supplies,Appliances,647.84,8.0,0.0,168.4384,0
First Class,Corporate,United States,Columbus,Georgia,South,Office Supplies,Labels,20.69999999999996,2.0,0.0,9.936,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Labels,20.69999999999996,2.0,0.0,9.936,0
Standard Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,488.646,3.0,0.1,86.8704,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Art,5.560000000000002,2.0,0.0,1.4455999999999989,0
Standard Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,47.120000000000005,8.0,0.0,20.7328,0
